FL_DATE,OP_CARRIER,ORIGIN,DEST,CRS_DEP_TIME,DEP_TIME,DEP_DELAY,TAXI_OUT,CRS_ARR_TIME,ARR_TIME,ARR_DELAY,CANCELLED,DIVERTED,CRS_ELAPSED_TIME,AIR_TIME,DISTANCE
2023-12-08,WN,LAX,CLT,815,815,9.0,22,1117,1117,10.0,0,0,182.0,152.0,977.0
2023-04-16,WN,PHX,IAH,2250,2250,5.0,9,300,300,19.0,0,0,250.0,231.0,1616.0
2023-05-06,WN,DFW,CLT,540,540,0.0,13,1004,1004,0.0,0,0,264.0,243.0,1736.0
2023-11-30,UA,CLT,SFO,2110,2110,-9.0,14,47,47,4.0,0,0,217.0,198.0,1444.0
2023-01-02,AA,DFW,SEA,2230,2230,-10.0,28,403,403,1.0,0,0,333.0,298.0,2287.0
2023-07-08,DL,DEN,SFO,2225,2225,0.0,17,355,355,1.0,0,0,330.0,302.0,2174.0
2023-04-06,WN,JFK,SFO,1315,1315,6.0,9,1554,1554,16.0,0,0,159.0,142.0,913.0
2023-07-22,UA,EWR,ORD,1530,1530,-8.0,25,2108,2108,2.0,0,0,338.0,306.0,2353.0
2023-12-14,NK,PHX,MIA,1000,1000,5.0,33,1350,1350,6.0,0,0,230.0,188.0,1475.0
2023-11-03,DL,SFO,JFK,850,850,-21.0,28,1130,1130,-18.0,0,0,160.0,127.0,966.0
2023-11-22,AS,SEA,JFK,1110,1110,-16.0,10,1302,1302,-6.0,0,0,112.0,96.0,703.0
2023-01-23,DL,MIA,ORD,1905,1905,4.0,27,2350,2350,2.0,0,0,285.0,253.0,1980.0
2023-01-02,WN,DEN,CLT,1505,1505,-19.0,9,1808,1808,-13.0,0,0,183.0,168.0,1205.0
2023-01-01,AA,PHX,JFK,1410,1410,-14.0,28,2029,2029,-3.0,0,0,379.0,344.0,2637.0
2023-04-06,UA,DFW,JFK,1410,1410,0.0,28,1850,1850,-6.0,0,0,280.0,247.0,1912.0
2023-03-22,AS,DEN,LAS,1035,1035,-7.0,25,1133,1133,-12.0,0,0,58.0,25.0,227.0
2023-09-01,NK,MCO,ORD,740,740,-1.0,21,1215,1215,-4.0,0,0,275.0,244.0,1939.0
2023-10-01,WN,CLT,SEA,2025,2025,-20.0,26,42,42,-21.0,0,0,257.0,221.0,1692.0
2023-01-15,UA,MCO,DEN,2210,2210,8.0,10,41,41,-3.0,0,0,151.0,130.0,754.0
2023-08-20,UA,ORD,LAS,1900,1900,27.0,9,2257,2257,14.0,0,0,237.0,218.0,1436.0
2023-06-01,NK,LAS,MCO,1830,1830,-4.0,19,2247,2247,-4.0,0,0,257.0,233.0,1737.0
2023-12-26,WN,EWR,SEA,2250,2250,7.0,17,34,34,7.0,0,0,104.0,80.0,561.0
2023-02-25,WN,DFW,SEA,1905,1905,10.0,30,3,3,5.0,0,0,298.0,258.0,2176.0
2023-11-06,NK,EWR,IAH,1210,1210,-14.0,15,1656,1656,-13.0,0,0,286.0,262.0,2111.0
2023-03-04,AA,ORD,CLT,1555,1555,-7.0,34,2140,2140,-7.0,0,0,345.0,307.0,2428.0
2023-04-08,F9,IAH,MCO,1430,1430,-4.0,17,1811,1811,2.0,0,0,221.0,196.0,1396.0
2023-07-07,WN,DFW,PHX,745,745,-4.0,29,1326,1326,-7.0,0,0,341.0,308.0,2396.0
2023-06-01,DL,MIA,PHX,1450,1450,1.0,16,1736,1736,-6.0,0,0,166.0,145.0,1080.0
2023-08-24,WN,SEA,CLT,1150,1150,23.0,16,1434,1434,28.0,0,0,164.0,142.0,1047.0
2023-12-05,WN,DFW,DEN,1725,1725,-6.0,11,2330,2330,-0.0,0,0,365.0,343.0,2457.0
2023-03-03,WN,MCO,SFO,1145,1145,1.0,8,1608,1608,2.0,0,0,263.0,251.0,1865.0
2023-11-22,WN,LAX,ORD,635,635,8.0,9,1007,1007,6.0,0,0,212.0,194.0,1399.0
2023-06-06,B6,SFO,EWR,1105,1105,4.0,32,1423,1423,-2.0,0,0,198.0,161.0,1243.0
2023-04-24,UA,CLT,PHX,810,810,-15.0,9,959,959,-7.0,0,0,109.0,90.0,622.0
2023-06-23,UA,MIA,EWR,2100,2100,-15.0,10,2204,2204,-14.0,0,0,64.0,49.0,231.0
2023-04-21,B6,LAS,EWR,2120,2120,-8.0,10,2312,2312,1.0,0,0,112.0,97.0,574.0
2023-09-20,WN,SEA,EWR,910,910,-8.0,32,1137,1137,-0.0,0,0,147.0,111.0,851.0
2023-04-02,B6,MCO,EWR,700,700,4.0,22,1223,1223,12.0,0,0,323.0,294.0,2224.0
2023-09-22,UA,DFW,DEN,1300,1300,-11.0,17,1521,1521,4.0,0,0,141.0,114.0,838.0
2023-12-30,UA,IAH,MIA,2010,2010,12.0,32,21,21,14.0,0,0,251.0,212.0,1612.0
2023-02-18,UA,MCO,EWR,2145,2145,11.0,33,409,409,19.0,0,0,384.0,343.0,2699.0
2023-10-09,WN,IAH,LAX,950,950,-1.0,22,1442,1442,2.0,0,0,292.0,264.0,2107.0
2023-09-29,DL,DFW,IAH,1950,1950,-2.0,22,54,54,2.0,0,0,304.0,276.0,2225.0
2023-11-01,NK,SFO,ATL,1820,1820,13.0,32,2030,2030,14.0,0,0,130.0,87.0,741.0
2023-07-26,UA,PHX,MCO,2015,2015,72.0,26,34,34,76.0,0,0,259.0,227.0,1659.0
2023-08-18,DL,DFW,ATL,1920,1920,-17.0,25,2250,2250,-3.0,0,0,210.0,179.0,1444.0
2023-08-30,UA,ATL,MCO,540,540,22.0,11,1016,1016,16.0,0,0,276.0,259.0,2006.0
2023-06-05,AA,JFK,IAH,910,910,56.0,23,1412,1412,65.0,0,0,302.0,274.0,2294.0
2023-07-02,AA,IAH,PHX,1240,1240,42.0,8,1534,1534,49.0,0,0,174.0,158.0,995.0
2023-09-02,NK,CLT,IAH,1025,1025,2.0,9,1134,1134,-4.0,0,0,69.0,55.0,185.0
2023-01-15,WN,MCO,IAH,2255,2255,4.0,9,0,0,17.0,0,0,65.0,48.0,214.0
2023-08-19,DL,SFO,MIA,1345,1345,-7.0,34,1716,1716,-5.0,0,0,211.0,166.0,1361.0
2023-09-19,DL,EWR,DFW,2215,2215,2.0,19,2255,2255,9.0,0,0,40.0,13.0,160.0
2023-02-24,AA,MCO,IAH,2145,2145,15.0,34,217,217,7.0,0,0,272.0,229.0,1860.0
2023-02-13,DL,SEA,CLT,1935,1935,-24.0,32,2206,2206,-17.0,0,0,151.0,110.0,847.0
2023-06-01,DL,ORD,LAX,1545,1545,24.0,27,2027,2027,8.0,0,0,282.0,244.0,1945.0
2023-09-28,B6,ATL,LAX,700,700,6.0,27,1126,1126,,0,0,266.0,230.0,1782.0
2023-11-05,UA,JFK,LAS,1715,1715,-7.0,16,1918,1918,-6.0,0,0,123.0,102.0,634.0
2023-04-29,DL,SFO,PHX,1120,1120,1.0,8,1331,1331,7.0,0,0,131.0,112.0,767.0
2023-02-08,B6,LAS,CLT,1735,1735,-8.0,9,2306,2306,-1.0,0,0,331.0,313.0,2464.0
2023-05-12,B6,CLT,DEN,1215,1215,-5.0,19,1826,1826,-6.0,0,0,371.0,344.0,2483.0
2023-10-29,UA,EWR,CLT,2010,2010,-14.0,33,45,45,,0,0,275.0,236.0,1824.0
2023-08-21,WN,JFK,SEA,1835,1835,-13.0,20,2250,2250,-0.0,0,0,255.0,230.0,1818.0
2023-12-11,AA,EWR,DFW,1510,1510,78.0,12,2058,2058,88.0,0,0,348.0,332.0,2523.0
2023-10-03,WN,ATL,EWR,645,645,7.0,33,936,936,14.0,0,0,171.0,129.0,1080.0
2023-06-30,NK,ATL,CLT,2105,2105,14.0,10,233,233,30.0,0,0,328.0,307.0,2445.0
2023-11-18,UA,LAX,LAS,535,535,-11.0,28,902,902,-9.0,0,0,207.0,170.0,1364.0
2023-08-17,DL,EWR,SEA,1815,1815,174.0,24,2307,2307,183.0,0,0,292.0,264.0,2063.0
2023-11-30,UA,ATL,CLT,1925,1925,11.0,33,2353,2353,12.0,0,0,268.0,226.0,1957.0
2023-12-07,AS,EWR,LAS,1900,1900,10.0,17,2022,2022,9.0,0,0,82.0,56.0,301.0
2023-02-13,WN,LAX,PHX,1255,1255,30.0,26,1535,1535,20.0,0,0,160.0,124.0,1056.0
2023-11-11,UA,SFO,ORD,1120,1120,21.0,30,1315,1315,28.0,0,0,115.0,80.0,542.0
2023-06-15,B6,ORD,LAX,1640,1640,21.0,17,2042,2042,22.0,0,0,242.0,218.0,1531.0
2023-07-15,DL,IAH,DFW,545,545,21.0,23,811,811,11.0,0,0,146.0,116.0,869.0
2023-08-26,NK,SFO,LAX,2205,2205,42.0,21,252,252,54.0,0,0,287.0,262.0,2008.0
2023-08-22,UA,CLT,SFO,1610,1610,1.0,11,2054,2054,12.0,0,0,284.0,266.0,1929.0
2023-07-13,WN,LAS,IAH,1550,1550,-6.0,9,1753,1753,7.0,0,0,123.0,110.0,550.0
2023-06-19,UA,MIA,IAH,1020,1020,-6.0,22,1658,1658,-2.0,0,0,398.0,371.0,2695.0
2023-04-05,AA,ORD,LAS,1320,1320,116.0,17,1432,1432,130.0,0,0,72.0,48.0,342.0
2023-03-18,DL,IAH,SFO,935,935,-6.0,26,1354,1354,0.0,0,0,259.0,224.0,1739.0
2023-12-17,AS,MCO,PHX,1135,1135,-7.0,19,1447,1447,11.0,0,0,192.0,166.0,1101.0
2023-04-17,NK,LAS,JFK,550,550,10.0,29,709,709,,0,0,79.0,42.0,360.0
2023-01-09,AA,EWR,CLT,2150,2150,7.0,30,411,411,8.0,0,0,381.0,344.0,2759.0
2023-11-13,AS,LAX,PHX,820,820,-38.0,8,1443,1443,-28.0,0,0,383.0,367.0,2679.0
2023-12-21,WN,SFO,MIA,1100,1100,8.0,19,1224,1224,12.0,0,0,84.0,54.0,224.0
2023-01-28,AA,JFK,MCO,2125,2125,6.0,16,2359,2359,-0.0,0,0,154.0,127.0,944.0
2023-02-17,NK,LAS,EWR,1425,1425,-1.0,18,1812,1812,-5.0,0,0,227.0,199.0,1447.0
2023-03-01,DL,IAH,MCO,2210,2210,-19.0,29,333,333,-14.0,0,0,323.0,287.0,2262.0
2023-03-28,AA,JFK,MIA,540,540,-5.0,29,1148,1148,-0.0,0,0,368.0,335.0,2735.0
2023-08-31,DL,LAS,DEN,1555,1555,-17.0,11,1732,1732,-8.0,0,0,97.0,79.0,525.0
2023-09-06,UA,SEA,JFK,2250,2250,8.0,19,212,212,9.0,0,0,202.0,173.0,1212.0
2023-08-14,UA,SFO,IAH,1400,1400,17.0,34,1652,1652,19.0,0,0,172.0,129.0,1004.0
2023-12-31,NK,DFW,MIA,1540,1540,115.0,14,1647,1647,102.0,0,0,67.0,49.0,365.0
2023-08-12,WN,MIA,CLT,1820,1820,10.0,8,48,48,5.0,0,0,388.0,369.0,2725.0
2023-06-12,AS,EWR,MCO,1405,1405,-4.0,34,1800,1800,-2.0,0,0,235.0,190.0,1729.0
2023-06-27,WN,EWR,CLT,2240,2240,6.0,31,33,33,6.0,0,0,113.0,74.0,473.0
2023-12-02,WN,JFK,ORD,1040,1040,-13.0,29,1623,1623,2.0,0,0,343.0,308.0,2418.0
2023-02-25,AA,IAH,MCO,1635,1635,-20.0,32,2019,2019,0.0,0,0,224.0,187.0,1438.0
2023-07-05,F9,MIA,CLT,1000,1000,-4.0,14,1147,1147,8.0,0,0,107.0,82.0,623.0
2023-11-04,UA,ATL,EWR,1650,1650,-4.0,23,2310,2310,6.0,0,0,380.0,348.0,2788.0
2023-03-15,AA,LAS,ORD,1750,1750,-12.0,23,2017,2017,-2.0,0,0,147.0,114.0,847.0
2023-02-16,UA,EWR,ATL,1145,1145,-4.0,8,1514,1514,7.0,0,0,209.0,193.0,1303.0
2023-06-20,NK,IAH,MIA,1200,1200,143.0,22,1614,1614,143.0,0,0,254.0,223.0,1684.0
2023-05-27,AA,EWR,CLT,955,955,-7.0,31,1345,1345,-10.0,0,0,230.0,192.0,1507.0
2023-08-22,WN,JFK,LAX,2150,2150,0.0,17,319,319,-5.0,0,0,329.0,305.0,2348.0
2023-06-25,AA,LAS,SEA,935,935,-1.0,31,1132,1132,-15.0,0,0,117.0,80.0,670.0
2023-03-14,UA,IAH,SFO,2035,2035,-5.0,25,144,144,2.0,0,0,309.0,276.0,2069.0
2023-02-21,WN,LAS,MIA,515,515,1.0,21,805,805,5.0,0,0,170.0,138.0,1002.0
2023-05-02,AS,SFO,DFW,1650,1650,5.0,13,2008,2008,1.0,0,0,198.0,179.0,1360.0
2023-01-07,AA,LAS,EWR,2215,2215,2.0,16,2357,2357,8.0,0,0,102.0,75.0,486.0
2023-10-24,WN,ORD,DFW,1540,1540,2.0,19,1859,1859,8.0,0,0,199.0,173.0,1260.0
2023-04-17,NK,CLT,LAX,1910,1910,-2.0,13,2300,2300,6.0,0,0,230.0,209.0,1493.0
2023-12-13,AA,LAX,IAH,2115,2115,-12.0,12,2253,2253,2.0,0,0,98.0,75.0,297.0
2023-07-19,DL,MCO,CLT,1725,1725,16.0,26,2236,2236,10.0,0,0,311.0,275.0,2217.0
2023-11-12,AA,LAX,DFW,1715,1715,-6.0,28,2311,2311,8.0,0,0,356.0,322.0,2372.0
2023-10-12,UA,JFK,LAX,1705,1705,14.0,22,2215,2215,16.0,0,0,310.0,282.0,2139.0
2023-02-26,WN,ORD,JFK,2150,2150,42.0,34,157,157,28.0,0,0,247.0,208.0,1698.0
2023-03-02,DL,PHX,SFO,645,645,-16.0,27,1027,1027,-11.0,0,0,222.0,189.0,1492.0
2023-06-01,WN,LAX,ATL,2215,2215,-15.0,10,15,15,-1.0,0,0,120.0,102.0,568.0
2023-12-27,UA,ATL,SEA,1415,1415,16.0,33,1848,1848,12.0,0,0,273.0,231.0,1643.0
2023-12-19,WN,EWR,SFO,1255,1255,-16.0,18,1725,1725,-12.0,0,0,270.0,246.0,1814.0
2023-10-06,AS,PHX,EWR,655,655,-23.0,29,1205,1205,-12.0,0,0,310.0,275.0,2082.0
2023-09-28,AA,PHX,ORD,940,940,62.0,13,1258,1258,64.0,0,0,198.0,180.0,1342.0
2023-05-01,DL,IAH,ORD,605,605,-6.0,34,804,804,-2.0,0,0,119.0,81.0,664.0
2023-06-01,AA,JFK,PHX,1120,1120,-17.0,29,1349,1349,-6.0,0,0,149.0,114.0,864.0
2023-06-09,AS,CLT,DFW,800,800,-18.0,16,1409,1409,-16.0,0,0,369.0,344.0,2606.0
2023-06-23,DL,SFO,CLT,1645,1645,42.0,33,1808,1808,44.0,0,0,83.0,40.0,256.0
2023-05-09,UA,ORD,JFK,655,655,-11.0,16,1210,1210,-3.0,0,0,315.0,293.0,2270.0
2023-02-03,B6,ATL,MIA,2245,2245,-5.0,15,316,316,-4.0,0,0,271.0,247.0,1844.0
2023-04-14,WN,LAX,ATL,1625,1625,6.0,9,2240,2240,11.0,0,0,375.0,360.0,2479.0
2023-11-07,UA,MIA,DFW,1830,1830,58.0,21,2041,2041,69.0,0,0,131.0,102.0,739.0
2023-10-18,AA,MIA,LAS,1845,1845,8.0,29,2340,2340,19.0,0,0,295.0,262.0,1868.0
2023-04-27,WN,ORD,MCO,1505,1505,14.0,20,1739,1739,14.0,0,0,154.0,127.0,842.0
2023-04-23,AA,SEA,MIA,950,950,-2.0,34,1244,1244,-10.0,0,0,174.0,134.0,1107.0
2023-12-25,WN,LAX,EWR,2050,2050,-10.0,17,142,142,-1.0,0,0,292.0,270.0,1988.0
2023-08-14,NK,LAS,IAH,1925,1925,14.0,11,3,3,17.0,0,0,278.0,263.0,1885.0
2023-02-14,AA,IAH,MIA,1915,1915,14.0,34,2217,2217,12.0,0,0,182.0,141.0,1212.0
2023-06-30,AS,ORD,EWR,830,830,-14.0,12,1150,1150,-12.0,0,0,200.0,180.0,1140.0
2023-05-31,DL,PHX,MCO,1520,1520,-10.0,14,1824,1824,8.0,0,0,184.0,162.0,1093.0
2023-03-06,NK,SFO,ATL,700,700,-10.0,8,1007,1007,1.0,0,0,187.0,172.0,1075.0
2023-01-21,UA,ATL,SFO,600,600,-11.0,17,1024,1024,-12.0,0,0,264.0,240.0,1827.0
2023-02-20,DL,EWR,SFO,2240,2240,34.0,11,342,342,25.0,0,0,302.0,283.0,1991.0
2023-08-11,F9,LAS,IAH,1040,1040,-14.0,10,1455,1455,-14.0,0,0,255.0,236.0,1777.0
2023-12-08,NK,ATL,MCO,1215,1215,218.0,15,1333,1333,214.0,0,0,78.0,58.0,
2023-02-08,WN,MIA,SEA,620,620,-24.0,19,1102,1102,-22.0,0,0,282.0,253.0,1903.0
2023-09-16,UA,SFO,EWR,1555,1555,171.0,16,2138,2138,178.0,0,0,343.0,321.0,2465.0
2023-03-23,DL,LAX,MCO,1030,1030,2.0,13,1240,1240,-2.0,0,0,130.0,111.0,647.0
2023-10-20,DL,MCO,SFO,1305,1305,-10.0,26,1409,1409,-10.0,0,0,64.0,28.0,167.0
2023-10-12,AA,MIA,SFO,1725,1725,-12.0,20,2121,2121,7.0,0,0,236.0,212.0,1584.0
2023-05-21,WN,CLT,SEA,2120,2120,-5.0,13,2326,2326,5.0,0,0,126.0,108.0,610.0
2023-02-24,DL,PHX,MIA,645,645,-35.0,32,931,931,-14.0,0,0,166.0,128.0,833.0
2023-10-28,B6,SFO,ATL,1535,1535,10.0,24,1818,1818,15.0,0,0,163.0,130.0,925.0
2023-05-29,WN,LAS,PHX,1520,1520,14.0,11,1639,1639,15.0,0,0,79.0,63.0,293.0
2023-07-02,NK,DFW,CLT,1200,1200,3.0,28,1747,1747,2.0,0,0,347.0,313.0,2514.0
2023-04-22,WN,PHX,IAH,1710,1710,-15.0,9,1824,1824,-16.0,0,0,74.0,60.0,308.0
2023-06-10,UA,ATL,LAS,2100,2100,2.0,31,124,124,0.0,0,0,264.0,227.0,1717.0
2023-09-07,WN,IAH,DFW,2040,2040,-15.0,15,2233,2233,-4.0,0,0,113.0,90.0,506.0
2023-11-12,AS,EWR,MCO,845,845,-24.0,25,938,938,-14.0,0,0,53.0,19.0,188.0
2023-01-01,UA,JFK,PHX,735,735,-12.0,15,1113,1113,-4.0,0,0,218.0,195.0,1379.0
2023-04-16,WN,MCO,DEN,2215,2215,-9.0,27,21,21,1.0,0,0,126.0,88.0,604.0
2023-11-21,UA,SFO,CLT,1640,1640,4.0,25,2204,2204,12.0,0,0,324.0,293.0,2283.0
2023-12-30,AA,CLT,LAS,1735,1735,8.0,24,4,4,9.0,0,0,389.0,360.0,2792.0
2023-10-19,UA,DEN,ORD,1400,1400,0.0,20,1647,1647,4.0,0,0,167.0,139.0,997.0
2023-04-22,AA,JFK,PHX,905,905,21.0,19,1436,1436,17.0,0,0,331.0,305.0,2252.0
2023-03-30,DL,EWR,CLT,1225,1225,-11.0,16,1621,1621,-4.0,0,0,236.0,215.0,1592.0
2023-10-17,UA,JFK,MIA,1235,1235,-29.0,15,1808,1808,-10.0,0,0,333.0,313.0,2363.0
2023-03-04,WN,EWR,LAX,2005,2005,-4.0,21,2208,2208,9.0,0,0,123.0,95.0,868.0
2023-02-22,WN,EWR,MCO,1140,1140,-9.0,25,1642,1642,-6.0,0,0,302.0,272.0,2028.0
2023-03-03,NK,LAX,SEA,1645,1645,-15.0,26,2101,2101,-7.0,0,0,256.0,219.0,1651.0
2023-02-03,F9,ORD,DFW,1050,1050,-10.0,34,1701,1701,-5.0,0,0,371.0,326.0,2541.0
2023-02-26,B6,PHX,MCO,1215,1215,94.0,20,1522,1522,104.0,0,0,187.0,157.0,1197.0
2023-02-22,WN,DFW,ATL,520,520,3.0,10,726,726,0.0,0,0,126.0,112.0,745.0
2023-06-10,WN,MCO,EWR,1415,1415,-5.0,22,1556,1556,6.0,0,0,101.0,75.0,313.0
2023-05-23,DL,IAH,ORD,1330,1330,5.0,9,1555,1555,-5.0,0,0,145.0,132.0,917.0
2023-06-12,AS,MCO,EWR,2010,2010,-16.0,15,201,201,-6.0,0,0,351.0,332.0,2401.0
2023-03-26,B6,MCO,JFK,1540,1540,5.0,30,1738,1738,6.0,0,0,118.0,81.0,510.0
2023-05-14,WN,SEA,SFO,640,640,-5.0,29,1246,1246,-4.0,0,0,366.0,333.0,2615.0
2023-08-05,WN,IAH,MIA,1320,1320,10.0,31,1553,1553,4.0,0,0,153.0,115.0,851.0
2023-11-13,DL,DEN,EWR,1830,1830,12.0,26,2215,2215,6.0,0,0,225.0,190.0,1495.0
2023-08-10,WN,MIA,EWR,1615,1615,-3.0,11,2104,2104,7.0,0,0,289.0,269.0,1996.0
2023-08-29,UA,DEN,LAS,1120,1120,19.0,32,1541,1541,38.0,0,0,261.0,219.0,1669.0
2023-03-10,WN,MIA,DFW,1600,1600,-2.0,14,1903,1903,-3.0,0,0,183.0,164.0,1149.0
2023-09-18,DL,JFK,LAX,1400,1400,-6.0,15,1556,1556,4.0,0,0,116.0,96.0,576.0
2023-06-08,AA,CLT,ATL,1515,1515,6.0,26,2009,2009,13.0,0,0,294.0,263.0,2094.0
2023-02-26,WN,DFW,ORD,1415,1415,-8.0,16,1649,1649,-12.0,0,0,154.0,132.0,969.0
2023-05-19,DL,SEA,CLT,835,835,-4.0,9,1201,1201,8.0,0,0,206.0,189.0,1437.0
2023-01-03,UA,ATL,PHX,1235,1235,21.0,8,1547,1547,26.0,0,0,192.0,174.0,1232.0
2023-02-21,AS,SEA,ATL,720,720,-20.0,8,1006,1006,-3.0,0,0,166.0,147.0,975.0
2023-12-17,AS,LAS,JFK,1455,1455,32.0,22,1651,1651,26.0,0,0,116.0,83.0,509.0
2023-01-20,AA,DEN,ATL,955,955,-3.0,15,1224,1224,2.0,0,0,149.0,127.0,786.0
2023-07-16,AA,ORD,MCO,2225,2225,8.0,32,251,251,12.0,0,0,266.0,226.0,1901.0
2023-03-30,AS,DFW,SEA,2150,2150,-2.0,29,2247,2247,,0,0,57.0,18.0,169.0
2023-07-22,DL,SEA,MCO,700,700,-12.0,13,1225,1225,-5.0,0,0,325.0,302.0,2417.0
2023-02-20,DL,EWR,DEN,950,950,80.0,13,1225,1225,80.0,0,0,155.0,135.0,954.0
2023-10-09,UA,CLT,JFK,1915,1915,-13.0,13,57,57,1.0,0,0,342.0,323.0,2425.0
2023-08-03,AA,MCO,PHX,615,615,-7.0,29,849,849,-3.0,0,0,154.0,118.0,859.0
2023-02-03,DL,DEN,DFW,930,930,-3.0,18,1509,1509,-10.0,0,0,339.0,315.0,2424.0
2023-05-19,UA,JFK,LAS,1700,1700,-14.0,17,2251,2251,-6.0,0,0,351.0,323.0,2415.0
2023-11-16,WN,CLT,SEA,1350,1350,-12.0,9,1903,1903,-23.0,0,0,313.0,295.0,2151.0
2023-06-23,UA,ATL,DEN,1055,1055,6.0,28,1206,1206,6.0,0,0,71.0,34.0,384.0
2023-11-11,NK,CLT,SEA,2205,2205,7.0,19,355,355,,0,0,350.0,320.0,2377.0
2023-01-19,UA,LAS,EWR,1930,1930,30.0,26,2139,2139,44.0,0,0,129.0,96.0,779.0
2023-11-04,UA,EWR,CLT,1535,1535,13.0,34,2132,2132,12.0,0,0,357.0,312.0,2437.0
2023-08-11,NK,DFW,LAS,610,610,10.0,9,1111,1111,4.0,0,0,301.0,286.0,2091.0
2023-02-07,DL,SEA,PHX,2055,2055,38.0,13,54,54,13.0,0,0,239.0,216.0,1467.0
2023-06-09,DL,ORD,JFK,1635,1635,10.0,22,2311,2311,18.0,0,0,396.0,367.0,2756.0
2023-03-31,WN,EWR,JFK,2105,2105,18.0,24,2327,2327,20.0,0,0,142.0,108.0,855.0
2023-05-14,WN,DFW,DEN,1105,1105,67.0,27,1229,1229,58.0,0,0,84.0,51.0,390.0
2023-12-30,AA,MIA,DFW,730,730,-1.0,24,1303,1303,-5.0,0,0,333.0,305.0,2198.0
2023-06-18,AA,MCO,SFO,1540,1540,-13.0,24,2025,2025,-8.0,0,0,285.0,250.0,2003.0
2023-05-09,NK,SEA,DFW,1810,1810,1.0,18,2256,2256,10.0,0,0,286.0,260.0,2014.0
2023-08-03,AS,DEN,LAX,1425,1425,7.0,27,1756,1756,3.0,0,0,211.0,173.0,1305.0
2023-08-01,DL,ATL,SEA,855,855,-0.0,25,1126,1126,3.0,0,0,151.0,119.0,868.0
2023-10-15,DL,SFO,DFW,605,605,-20.0,11,1205,1205,-5.0,0,0,360.0,342.0,2634.0
2023-04-29,WN,DEN,LAS,955,955,-17.0,33,1452,1452,1.0,0,0,297.0,253.0,2108.0
2023-04-27,WN,CLT,JFK,1535,1535,9.0,26,1902,1902,0.0,0,0,207.0,175.0,1494.0
2023-12-19,DL,SEA,IAH,1410,1410,133.0,17,1556,1556,132.0,0,0,106.0,84.0,451.0
2023-04-27,WN,SFO,IAH,1425,1425,-20.0,21,1812,1812,-2.0,0,0,227.0,201.0,1354.0
2023-09-29,B6,SEA,ORD,745,745,8.0,34,1030,1030,2.0,0,0,165.0,127.0,985.0
2023-02-02,NK,EWR,MIA,1340,1340,20.0,15,1922,1922,12.0,0,0,342.0,317.0,2367.0
2023-09-12,WN,MCO,IAH,1220,1220,1.0,28,1805,1805,1.0,0,0,345.0,310.0,2351.0
2023-09-26,AA,CLT,JFK,2145,2145,28.0,12,301,301,20.0,0,0,316.0,300.0,2315.0
2023-06-23,UA,MIA,CLT,1530,1530,1.0,17,1904,1904,5.0,0,0,214.0,188.0,1425.0
2023-08-03,WN,DEN,LAS,1530,1530,16.0,31,1632,1632,11.0,0,0,62.0,22.0,163.0
2023-06-21,DL,LAX,ORD,2025,2025,7.0,31,52,52,7.0,0,0,267.0,228.0,1914.0
2023-02-05,F9,DEN,PHX,1025,1025,17.0,17,1515,1515,10.0,0,0,290.0,264.0,2006.0
2023-10-14,DL,LAX,ATL,1735,1735,19.0,33,1927,1927,8.0,0,0,112.0,74.0,679.0
2023-06-04,UA,CLT,IAH,1150,1150,18.0,14,1820,1820,13.0,0,0,390.0,367.0,2759.0
2023-12-30,DL,ATL,MIA,1330,1330,153.0,33,1813,1813,155.0,0,0,283.0,246.0,1980.0
2023-02-08,AA,ATL,MIA,1330,1330,10.0,11,1541,1541,,0,0,131.0,109.0,814.0
2023-08-16,AS,JFK,SFO,1625,1625,-1.0,34,2229,2229,4.0,0,0,364.0,326.0,2563.0
2023-02-13,DL,SFO,JFK,1335,1335,13.0,32,1521,1521,,0,0,106.0,68.0,449.0
2023-03-31,AA,CLT,LAX,550,550,-14.0,9,955,955,-16.0,0,0,245.0,227.0,1858.0
2023-09-28,DL,ORD,DFW,1310,1310,6.0,14,1905,1905,4.0,0,0,355.0,331.0,2516.0
2023-11-16,NK,DFW,DEN,1910,1910,7.0,31,2213,2213,0.0,0,0,183.0,143.0,1206.0
2023-07-23,AA,SFO,LAS,1300,1300,-7.0,14,1540,1540,-4.0,0,0,160.0,137.0,1113.0
2023-06-18,DL,EWR,MCO,840,840,10.0,30,1453,1453,-6.0,0,0,373.0,333.0,2798.0
2023-02-17,NK,ATL,ORD,505,505,-15.0,31,624,624,-12.0,0,0,79.0,39.0,304.0
2023-07-04,AA,SFO,LAS,1410,1410,-7.0,18,1523,1523,-10.0,0,0,73.0,47.0,248.0
2023-12-04,DL,EWR,DEN,1655,1655,365.0,32,2030,2030,355.0,0,0,215.0,175.0,1446.0
2023-04-30,WN,SEA,PHX,1935,1935,-3.0,34,20,20,11.0,0,0,285.0,242.0,1849.0
2023-02-12,UA,CLT,MCO,520,520,6.0,13,800,800,-5.0,0,0,160.0,139.0,931.0
2023-08-10,B6,ORD,MCO,1400,1400,-21.0,31,1952,1952,,0,0,352.0,313.0,2497.0
2023-01-06,UA,SEA,MIA,920,920,7.0,34,1138,1138,-1.0,0,0,138.0,93.0,749.0
2023-03-18,B6,DEN,MCO,1745,1745,6.0,19,2038,2038,11.0,0,0,173.0,147.0,1181.0
